altitude,latitude,longitude,velocity,heading,time
771.5,51.484165,-113.14287,0.0,28.0,09:25:21
775.5,51.48417666666667,-113.142855,0.0,28.0,09:26:07
771.6,51.48416666666667,-113.14278166666666,0.0,136.2,09:30:58
771.8,51.48416666666667,-113.14278166666666,0.0,136.2,09:31:05
771.4,51.48417333333333,-113.14279166666667,0.0,31.2,09:32:07
771.6,51.48417166666667,-113.14279666666667,1.6668,287.8,09:34:07
776.6,51.48419333333333,-113.1428,0.0,292.2,09:36:08
769.6,51.48418,-113.14280833333333,0.0,300.4,09:38:07
770.0,51.484168333333336,-113.142775,0.0,270.2,09:40:08
774.7,51.484175,-113.14281166666666,0.0,307.8,09:42:08
771.8,51.48416666666667,-113.14279333333333,1.852,285.8,09:44:07
772.6,51.48417166666667,-113.14279333333333,0.0,275.5,09:46:08
773.7,51.48416,-113.14278,0.0,292.8,09:48:07
772.2,51.48417,-113.142785,0.0,304.4,09:50:07
774.0,51.484181666666665,-113.14278166666666,1.6668,308.9,09:52:08
774.1,51.48416666666667,-113.142785,2.0372000000000003,296.6,09:54:07
770.5,51.48418,-113.14276333333333,1.6668,316.4,09:56:07
773.3,51.484185,-113.142755,1.852,330.4,09:58:08
773.1,51.48417333333333,-113.14273666666666,0.0,60.8,10:00:07
773.9,51.48417833333333,-113.14272,0.0,23.4,10:02:08
773.8,51.484165,-113.14272166666667,0.0,2.9,10:04:07
773.7,51.484168333333336,-113.14273,1.6668,38.2,10:06:07
776.1,51.484195,-113.14272833333334,1.6668,46.5,10:08:08
776.5,51.484185,-113.14272,2.0372000000000003,39.6,10:10:07
775.9,51.48417333333333,-113.14271,0.0,46.9,10:12:08
773.8,51.48417333333333,-113.14272333333334,1.852,2.5,10:14:08
774.6,51.48418,-113.142705,0.0,65.5,10:16:07
773.1,51.484185,-113.142725,1.6668,47.0,10:18:08
771.9,51.484168333333336,-113.142705,0.0,38.3,10:20:08
772.0,51.48417166666667,-113.14271166666667,1.4816000000000003,38.3,10:22:07
773.8,51.484188333333336,-113.14272,0.0,39.0,10:24:08
773.6,51.484163333333335,-113.14269833333333,0.0,25.0,10:26:07
770.8,51.48414833333333,-113.14271166666667,0.0,49.2,10:28:07
772.0,51.484156666666664,-113.14272166666667,1.4816000000000003,48.2,10:30:08
769.8,51.48414833333333,-113.14271666666667,0.0,52.9,10:32:07
773.2,51.48417666666667,-113.14272666666666,0.0,45.4,10:34:07
771.5,51.48417166666667,-113.14271833333333,2.2224,54.0,10:36:08
772.6,51.484161666666665,-113.14278166666666,0.0,19.2,10:38:07
771.1,51.48417,-113.14278833333333,0.0,30.8,10:40:08
773.1,51.484161666666665,-113.14279833333333,0.0,23.3,10:42:07
772.2,51.484168333333336,-113.14279,0.0,18.0,10:44:07
774.4,51.48402166666666,-113.14274666666667,0.0,12.8,10:46:08
773.7,51.484026666666665,-113.14275333333333,0.0,355.4,10:48:07
772.7,51.48402333333333,-113.14274666666667,0.0,23.2,10:50:08
925.8,51.48411333333333,-113.14313333333334,6.482,325.9,10:52:08
1296.5,51.484766666666665,-113.14155833333334,6.6672,68.9,10:54:07
1712.8,51.484053333333335,-113.13344666666667,19.816399999999998,82.3,10:56:08
2075.3,51.482985,-113.12287666666667,23.890800000000002,107.0,10:58:08
2381.5,51.48247166666667,-113.112935,17.7792,84.3,11:00:07
2710.6,51.484498333333335,-113.10346166666666,23.5204,66.7,11:02:08
3028.4,51.48756,-113.09503833333333,18.52,60.9,11:04:07
3340.3,51.490201666666664,-113.08679166666667,19.0756,64.2,11:06:07
3634.3,51.49306833333333,-113.07720666666667,30.187600000000003,52.7,11:08:08
3935.2,51.49858666666667,-113.06658166666666,36.299200000000006,45.1,11:10:07
4328.2,51.50564833333333,-113.05268,40.5588,57.4,11:12:08
4710.4,51.50987333333333,-113.037025,39.077200000000005,61.5,11:14:08
5034.5,51.51605166666667,-113.02184666666666,43.3368,55.4,11:16:07
5422.4,51.52311,-113.00027833333333,58.1528,64.5,11:18:08
5857.3,51.53215333333333,-112.972105,79.26559999999999,63.5,11:20:08
6251.3,51.543773333333334,-112.93879666666666,92.4148,57.0,11:22:07
6670.1,51.55969666666667,-112.90604333333333,77.9692,44.9,11:24:08
7096.2,51.575343333333336,-112.878425,75.74680000000001,46.3,11:26:07
7539.7,51.591188333333335,-112.85254333333333,77.9692,40.8,11:28:07
8029.1,51.609555,-112.82654833333333,88.15520000000001,41.2,11:30:08
8509.9,51.63129833333333,-112.79989166666667,94.452,41.0,11:32:07
8980.0,51.65044833333333,-112.77046833333333,84.8216,54.6,11:34:08
9301.4,51.664995,-112.74082,77.5988,48.3,11:36:07
9685.6,51.67973833333333,-112.71257333333334,86.48840000000001,49.3,11:38:07
10055.8,51.69226833333333,-112.67864666666667,84.4512,62.5,11:40:08
10370.5,51.70382,-112.64409666666667,77.784,59.8,11:42:07
10716.6,51.716321666666666,-112.611565,75.19120000000001,53.9,11:44:08
11119.6,51.730675,-112.5818,87.04400000000001,46.1,11:46:08
11449.3,51.74557,-112.549555,89.08120000000001,54.2,11:48:07
11853.2,51.75947166666667,-112.51998666666667,73.8948,49.0,11:50:08
12245.2,51.775978333333335,-112.49044333333333,78.71000000000001,56.9,11:52:07
12628.2,51.789521666666666,-112.45870833333333,89.63680000000001,61.0,11:54:08
13027.7,51.803711666666665,-112.424155,82.0436,51.6,11:56:08
13358.6,51.817373333333336,-112.3946,68.1536,51.2,11:58:07
13699.0,51.82727833333333,-112.36907166666667,75.932,62.0,12:00:08
14118.1,51.83471333333333,-112.33950166666666,49.4484,66.5,12:02:08
14549.9,51.84580833333333,-112.32411166666667,60.0048,37.0,12:04:07
14920.3,51.86060833333333,-112.30424166666667,69.2648,25.3,12:06:08
15285.6,51.879893333333335,-112.28826666666667,81.488,39.4,12:08:07
15678.0,51.89790166666667,-112.26464666666666,68.524,50.7,12:10:08
16223.2,51.90641,-112.24548166666666,28.335600000000003,28.3,12:12:08
16683.3,51.91382,-112.23973833333334,37.2252,32.9,12:14:07
17070.3,51.922043333333335,-112.22526333333333,41.299600000000005,49.3,12:16:08
17502.4,51.931335,-112.21864833333333,16.297600000000003,4.2,12:18:08
17933.7,51.936515,-112.215565,27.78,27.5,12:20:07
17873.6,51.93035666666667,-112.21321,106.86040000000001,201.1,12:32:08
18013.5,52.012755,-112.20341333333333,16.8532,4.1,12:48:07
17992.1,51.907801666666664,-112.44915833333333,41.1144,239.9,13:06:07
18004.3,52.26034666666666,-112.42657166666666,88.896,214.1,13:14:07
17961.9,52.11011833333333,-112.47841666666666,47.41120000000001,262.3,13:18:08
17951.1,52.060316666666665,-112.49071166666667,203.72,190.6,13:20:07
16544.9,52.016511666666666,-112.48535166666667,35.5584,46.2,13:24:07
14919.7,52.026736666666665,-112.46660333333334,58.1528,63.2,13:26:08
13384.8,52.03799333333333,-112.44518166666667,71.8576,59.2,13:28:08
12161.7,52.051071666666665,-112.41468666666667,85.56240000000001,50.8,13:30:07
11069.6,52.06221,-112.38270666666666,75.19120000000001,71.9,13:32:08
10001.2,52.06983666666667,-112.34961333333334,78.5248,70.7,13:34:07
9055.2,52.078765,-112.32027166666667,67.598,64.9,13:36:07
8130.9,52.087358333333334,-112.294555,65.9312,62.2,13:38:08
7242.7,52.09434,-112.26758666666667,57.59720000000001,65.5,13:40:07
6373.6,52.100348333333336,-112.24485833333334,53.5228,59.9,13:42:08
5407.1,52.10474,-112.22186333333333,51.11520000000001,79.5,13:44:08
4542.4,52.108495,-112.20262333333334,49.4484,74.2,13:46:07
3902.6,52.11265,-112.183335,42.781200000000005,65.4,13:48:08
3281.3,52.115995,-112.16870333333334,31.2988,72.8,13:50:08
2634.3,52.117935,-112.15368,28.1504,87.5,13:52:07
1841.0,52.11717,-112.14207333333333,17.408800000000003,128.8,13:54:08
1086.9,52.11402666666667,-112.13297166666666,18.3348,136.5,13:56:07
828.9,52.11302333333333,-112.130555,0.0,145.1,13:58:07
828.7,52.113018333333336,-112.130555,1.6668,154.3,14:00:08
826.9,52.11297,-112.13058166666667,0.0,163.7,14:02:07
826.3,52.11295333333333,-112.13058,1.6668,150.1,14:04:08
829.5,52.11295833333333,-112.13055833333334,2.0372000000000003,133.2,14:06:08
826.9,52.112943333333334,-112.13057833333333,1.852,149.7,14:08:07
824.0,52.112991666666666,-112.13050333333334,1.6668,130.8,14:10:08
829.5,52.112975,-112.13053333333333,0.0,139.1,14:12:07
826.5,52.11296,-112.13055,2.0372000000000003,148.1,14:14:08
828.8,52.112988333333334,-112.13062833333333,1.852,191.1,14:16:08
829.7,52.112991666666666,-112.130625,2.2224,210.1,14:18:07
831.4,52.11297166666667,-112.13062166666667,2.2224,202.9,14:20:08
832.5,52.112991666666666,-112.13061166666667,1.6668,187.8,14:22:08
833.3,52.113005,-112.130615,1.6668,190.1,14:24:07
836.2,52.11300333333333,-112.13067666666667,1.6668,197.8,14:26:08
829.8,52.112986666666664,-112.13062,2.4076000000000004,203.6,14:28:07
836.8,52.11300833333333,-112.13061166666667,1.6668,203.3,14:30:08
838.1,52.11301666666667,-112.13061,1.6668,209.2,14:32:08
830.1,52.112986666666664,-112.13063666666666,1.6668,197.5,14:34:07
835.9,52.11302333333333,-112.13062666666667,2.0372000000000003,201.3,14:36:08
830.9,52.112993333333335,-112.13061166666667,2.4076000000000004,197.9,14:38:07
829.8,52.112988333333334,-112.13060166666666,0.0,180.0,14:40:07
834.2,52.11300166666667,-112.13060166666666,1.6668,210.9,14:42:08
820.8,52.112966666666665,-112.13057833333333,2.5928,200.8,14:44:07
829.3,52.113011666666665,-112.13056833333333,2.4076000000000004,204.5,14:46:08
826.0,52.11300833333333,-112.13058166666667,2.0372000000000003,198.3,14:48:08
815.5,52.11297,-112.13057833333333,2.2224,201.7,14:50:07
830.1,52.11299833333333,-112.13054166666667,0.0,198.5,14:52:08
823.1,52.11299,-112.13057666666667,1.4816000000000003,194.6,14:54:07
814.5,52.11298166666667,-112.13059,0.0,206.7,14:56:07
815.8,52.112975,-112.130585,1.6668,197.3,14:58:08
817.3,52.112973333333336,-112.130575,1.6668,189.4,15:00:07
810.3,52.112943333333334,-112.13060166666666,2.0372000000000003,189.7,15:02:08
818.2,52.11295333333333,-112.13058166666667,0.0,206.3,15:04:08
823.2,52.112965,-112.13058166666667,1.6668,192.1,15:06:07
823.6,52.112966666666665,-112.13059,1.852,198.0,15:08:08
826.6,52.112968333333335,-112.130575,2.0372000000000003,208.6,15:10:07
826.0,52.112966666666665,-112.13057833333333,0.0,196.1,15:12:07
825.7,52.112968333333335,-112.13059,0.0,207.1,15:14:08
826.8,52.11297,-112.13058,0.0,197.6,15:16:07
828.7,52.11296166666666,-112.13057833333333,0.0,196.7,15:18:08
829.9,52.11296166666666,-112.13058,0.0,202.2,15:20:08
830.0,52.11295833333333,-112.13058333333333,1.4816000000000003,216.4,15:22:07
830.5,52.11295333333333,-112.130585,0.0,165.8,15:24:08
831.2,52.11295333333333,-112.13058833333334,0.0,140.3,15:26:08
832.1,52.11295666666667,-112.130595,0.0,141.9,15:28:07
832.2,52.112955,-112.13059166666666,0.0,157.0,15:30:08
832.9,52.11295666666667,-112.13059666666666,0.0,156.7,15:32:07
833.0,52.11295666666667,-112.130595,0.0,156.8,15:34:08
832.8,52.11295333333333,-112.13059,1.4816000000000003,156.0,15:36:08
831.4,52.11295166666667,-112.13059,0.0,171.9,15:38:07
832.0,52.11293666666667,-112.13059,0.0,178.4,15:40:08
833.0,52.11295333333333,-112.13059166666666,0.0,169.6,15:42:08
829.7,52.11293333333333,-112.13057333333333,0.0,175.9,15:44:07
831.7,52.112943333333334,-112.13058,0.0,170.6,15:46:08
833.3,52.112935,-112.13058833333334,0.0,179.8,15:48:07
831.5,52.112935,-112.13058,1.852,174.9,15:50:07
833.4,52.11294,-112.130575,0.0,170.9,15:52:08
831.1,52.112946666666666,-112.13058,1.6668,174.6,15:54:07
831.6,52.11295166666667,-112.13058666666667,0.0,170.0,15:56:08
831.4,52.11293666666667,-112.13059,1.6668,168.7,15:58:08
832.8,52.11292666666667,-112.13058166666667,1.6668,171.8,16:00:07
830.2,52.112948333333335,-112.13059333333334,0.0,187.8,16:02:08
829.6,52.11295833333333,-112.13058333333333,1.852,186.2,16:04:07
829.4,52.112941666666664,-112.13060666666667,2.2224,171.7,16:06:07
830.9,52.11293333333333,-112.13058833333334,1.852,189.2,16:08:08
831.1,52.11293833333333,-112.13058166666667,1.852,181.3,16:10:07
832.0,52.112945,-112.13058333333333,1.852,184.0,16:12:08
828.8,52.11297666666667,-112.13054833333334,1.852,161.3,16:14:08
836.5,52.11311666666667,-112.13068833333334,4.2596,237.3,16:16:07
836.8,52.11357666666667,-112.132305,5.1856,254.4,16:18:08
838.5,52.113166666666665,-112.13295333333333,2.778,293.9,16:20:07
838.8,52.113778333333336,-112.13422,1.6668,208.1,16:22:07
836.7,52.114628333333336,-112.13543666666666,4.2596,297.1,16:24:08
839.9,52.11561833333333,-112.13622166666667,4.2596,316.7,16:26:07
840.4,52.11681333333333,-112.13743,7.2228,318.0,16:28:07
846.3,52.11720833333333,-112.13760833333333,0.0,275.7,16:30:08
848.4,52.11719333333333,-112.13763166666666,0.0,273.4,16:32:07
842.6,52.117195,-112.13761,0.0,261.7,16:34:08
842.8,52.11718,-112.13763333333333,0.0,266.0,16:36:08
843.7,52.117196666666665,-112.137635,0.0,308.1,16:38:07
843.7,52.11719333333333,-112.13759666666667,1.6668,235.9,16:40:08
846.1,52.11718166666667,-112.13761666666667,2.0372000000000003,224.2,16:42:07
847.8,52.11719,-112.13759166666667,0.0,109.6,16:46:08